rating;name;release_date;comment;like;platform
5;SoulTrap Review;20 yrs ago;0;0;PC
7.4;Sorry! CD-ROM Review;20 yrs ago;0;1;PC
5;Sonic CD Review;20 yrs ago;1;0;PC
5.6;Sonic 3D Blast Review;20 yrs ago;0;0;PC
4;Solid Ice Review;20 yrs ago;0;0;PC
8;Soldiers at War Review;20 yrs ago;0;4;PC
3.8;Soldier Boyz Review;20 yrs ago;0;0;PC
8.7;BattleTech: Solaris Review;20 yrs ago;0;1;PC
7.7;SODA Off-Road Racing Review;20 yrs ago;0;0;PC
6.2;Worldwide Soccer Review;20 yrs ago;0;0;PC
9.3;Sid Meier's Gettysburg! Review;20 yrs ago;0;8;PC
7.2;Smart Games Challenge 3 Review;20 yrs ago;0;0;PC
6.9;Slave Zero Review;20 yrs ago;0;2;PC
2;They Call Me... The Skul and The Suit Review;20 yrs ago;0;1;PC
1.6;SkullCracker Review;20 yrs ago;0;4;PC
7.7;Sin Mission Pack: Wages of Sin Review;20 yrs ago;0;3;PC
6;Sinistar: Unleashed Review;20 yrs ago;0;0;PC
6.5;SimPark Review;20 yrs ago;0;3;PC
7.7;SimIsle: Missions in the Rainforest Review;20 yrs ago;0;1;PC
7.6;SimCopter Review;20 yrs ago;0;3;PC
7.2;SimCity 2000 CD-ROM Review;20 yrs ago;0;5;PC
7.9;SimCity 2000: Network Edition Review;20 yrs ago;0;0;PC
8.5;Silent Thunder: A-10 Tank Killer II Review;20 yrs ago;0;4;PC
8.3;Silent Hunter Review;20 yrs ago;0;2;PC
6.6;Shivers Review;20 yrs ago;0;6;PC
8.7;Shivers II: Harvest of Souls Review;20 yrs ago;0;3;PC
6.4;Shipwreckers! Review;20 yrs ago;0;0;PC
8.5;Battleground 4: Shiloh Review;20 yrs ago;0;1;PC
6.8;Lost Files of Sherlock Holmes: Case of the Rose Tattoo Review;20 yrs ago;0;0;PC
4.6;Shellshock Review;20 yrs ago;0;1;PC
3.8;Shattered Light Review;20 yrs ago;0;0;PC
7.1;Shanghai: Second Dynasty Review;20 yrs ago;0;0;PC
8.3;Shanghai: Dynasty Review;20 yrs ago;0;2;PC
7.9;Shadows over Riva Review;20 yrs ago;0;4;PC
4.7;Shadow Master Review;20 yrs ago;0;0;PC
6.2;Shadow Company: Left for Dead Review;20 yrs ago;0;6;PC
7;Shadow Watch Review;20 yrs ago;0;3;PC
7.3;Shadoan Review;20 yrs ago;0;0;PC
5.8;Shadows of the Empire Review;20 yrs ago;0;4;PC
5.4;Sci-Fi Channel Trivia Game Review;20 yrs ago;0;0;PC
9;Seven Kingdoms Review;20 yrs ago;0;10;PC
9.1;Seven Kingdoms II Review;20 yrs ago;0;10;PC
8.6;Need for Speed: High Stakes Review;20 yrs ago;0;14;PC
5.1;NFL Quarterback Club '97 Review;20 yrs ago;0;0;PC
7.1;NFL GameDay 99 Review;20 yrs ago;0;1;PC
7.9;NHL '96 Review;20 yrs ago;0;2;PC
9;NFL Blitz Review;20 yrs ago;0;2;PC
7;NFL Fever 2000 Review;20 yrs ago;0;3;PC
5.5;Newman/Haas Racing Review;20 yrs ago;0;0;PC
8.9;Need for Speed III Review;20 yrs ago;0;7;PC
3.4;NET:Zone Review;20 yrs ago;0;1;PC
7.4;netWAR Review;20 yrs ago;0;4;PC
7;Nerf ArenaBlast Review;20 yrs ago;0;2;PC
7.4;Nemesis: The Wizardry Adventure Review;20 yrs ago;0;2;PC
8.3;The Need for Speed Review;20 yrs ago;0;4;PC
5.4;Necrodome Review;20 yrs ago;0;1;PC
6.1;NCAA Final Four 97 Review;20 yrs ago;0;0;PC
6.7;NCAA Football 99 Review;20 yrs ago;0;1;PC
6.5;NCAA Football 98 Review;20 yrs ago;0;0;PC
8.9;NBA Live 99 Review;20 yrs ago;0;3;PC
8.1;NBA Live 98 Review;20 yrs ago;0;0;PC
8.1;NBA Live 2000 Review;20 yrs ago;0;2;PC
4.9;NBA Jam Extreme Review;20 yrs ago;0;0;PC
7;NBA Inside Drive 2000 Review;20 yrs ago;0;0;PC
7.3;NBA Hangtime Review;20 yrs ago;0;1;PC
5.3;NBA Full Court Press Review;20 yrs ago;0;0;PC
5.1;NBA Basketball 2000 Review;20 yrs ago;0;0;PC
7.1;NBA Action 98 Review;20 yrs ago;0;0;PC
8.6;NBA Live 97 Review;20 yrs ago;0;2;PC
9;NASCAR Legends Review;20 yrs ago;0;3;PC
7;NASCAR 2000 Review;20 yrs ago;0;1;PC
9.2;NASCAR Racing 2 Review;20 yrs ago;0;3;PC
7.1;Battleground 6: Napoleon in Russia Review;20 yrs ago;0;1;PC
6.7;Napoleon 1813 Review;20 yrs ago;0;1;PC
4;NAM Review;20 yrs ago;0;6;PC
9.3;Myth II: Soulblighter Review;20 yrs ago;0;5;PC
5.2;Muzzle Velocity Review;20 yrs ago;0;2;PC
5.8;Mutant Penguins Review;20 yrs ago;0;0;PC
6.1;Magic: The Gathering - Duels of the Planeswalkers Review;20 yrs ago;0;3;PC
4.6;Microsoft Soccer Review;20 yrs ago;0;0;PC
7.5;Microsoft Golf 1999 Edition Review;20 yrs ago;0;1;PC
8.4;Microsoft Golf 1998 Edition Review;20 yrs ago;0;3;PC
7.9;Microsoft Flight Simulator 98 Review;20 yrs ago;0;1;PC
8.7;Microsoft Flight Simulator 2000 Review;20 yrs ago;0;6;PC
7;Microsoft Flight Simulator for Windows 95 Review;20 yrs ago;0;1;PC
6;Microsoft Baseball 2001 Review;20 yrs ago;0;0;PC
6.9;Microsoft Baseball 2000 Review;20 yrs ago;0;0;PC
7.4;Microsoft Baseball 3D Review;20 yrs ago;0;1;PC
7.9;Motorhead Review;20 yrs ago;1;1;PC
7;Moto Racer Review;20 yrs ago;0;5;PC
8.1;Moto Racer 2 Review;20 yrs ago;0;3;PC
8.4;Motocross Madness Review;20 yrs ago;0;1;PC
7.3;Montezuma's Return Review;20 yrs ago;0;2;PC
7.4;Monster Truck Madness Review;20 yrs ago;0;4;PC
7.1;Monopoly Review;20 yrs ago;1;0;PC
4.8;Mummy: Tomb of the Pharaoh Review;20 yrs ago;0;0;PC
7.5;Monopoly Casino Review;20 yrs ago;0;1;PC
9;The Curse of Monkey Island Review;20 yrs ago;0;9;PC
7;ABC Monday Night Football Review;20 yrs ago;0;1;PC
6.3;War Along the Mohawk Review;20 yrs ago;0;1;PC
8.9;Mobil 1 Rally Championship Review;20 yrs ago;0;7;PC
8.6;Mission Critical Review;20 yrs ago;0;5;PC
4.3;3D Ultra Mini Golf Review;20 yrs ago;0;0;PC
7.4;Monster Truck Madness 2 Review;20 yrs ago;0;6;PC
8;MindRover: The Europa Project Review;20 yrs ago;0;0;PC
5;Mind Grind Review;20 yrs ago;0;2;PC
8.4;Might and Magic VII: For Blood and Honor Review;20 yrs ago;0;5;PC
2.2;Mode Review;20 yrs ago;0;1;PC
9.2;MiG Alley Review;20 yrs ago;0;14;PC
7.7;Midtown Madness Review;20 yrs ago;0;8;PC
3.4;Men In Black: The Game Review;20 yrs ago;0;5;PC
8.5;Sid Meier's Antietam! Review;20 yrs ago;0;2;PC
6.7;MegaRace 2 Review;20 yrs ago;0;0;PC
8.3;MechWarrior 3 Review;20 yrs ago;0;0;PC
7.2;MechWarrior 3: Pirate's Moon Expansion Pack Review;20 yrs ago;0;0;PC
8.5;MechWarrior 2: Mercenaries Review;20 yrs ago;0;4;PC
7.5;MechCommander Gold Review;20 yrs ago;0;6;PC
8;MechWarrior 2: Ghost Bear's Legacy Review;20 yrs ago;0;0;PC
7.3;MechCommander Review;20 yrs ago;0;0;PC
4.3;Meat Puppet Review;20 yrs ago;0;5;PC
8.6;M.A.X. Review;20 yrs ago;0;5;PC
4.1;Mastermind CD-ROM Review;20 yrs ago;0;0;PC
7.3;Mass Destruction Review;20 yrs ago;0;1;PC
5.2;Marble Drop Review;20 yrs ago;0;3;PC
8.2;Marathon 2 Review;20 yrs ago;0;0;PC
6.7;Man of War II: Chains of Command Review;20 yrs ago;0;0;PC
3.2;Manic Karts Review;20 yrs ago;0;0;PC
3.1;Machine Hunter Review;20 yrs ago;0;1;PC
8;Magic: The Gathering - Spells of the Ancients Review;20 yrs ago;0;0;PC
7.2;Magic: The Gathering Review;20 yrs ago;0;9;PC
9;Magic Carpet II: The Netherworlds Review;20 yrs ago;0;7;PC
3.6;Magic: The Gathering - BattleMage Review;20 yrs ago;0;0;PC
7.2;MageSlayer Review;20 yrs ago;0;3;PC
8.8;Madden NFL 99 Review;20 yrs ago;0;0;PC
8.1;Madden NFL 98 Review;20 yrs ago;0;0;PC
7.4;Madden NFL 2000 Review;20 yrs ago;0;0;PC
6.4;Madden NFL 97 Review;20 yrs ago;0;2;PC
6.5;Machines Review;20 yrs ago;0;4;PC
8.2;M1 Tank Platoon II Review;20 yrs ago;0;9;PC
7.1;iM1A2 Abrams Review;20 yrs ago;0;1;PC
4;South Park: Chef's Luv Shack Review;20 yrs ago;0;0;PC
5.6;Luftwaffe Commander Review;20 yrs ago;0;3;PC
7.2;Lose Your Marbles Review;20 yrs ago;0;4;PC
4.3;Lands of Lore III Review;20 yrs ago;0;3;PC
7.9;Lands of Lore: Guardians of Destiny Review;20 yrs ago;0;7;PC
6.3;Lords of Magic Review;20 yrs ago;0;4;PC
8.6;AH-64D Longbow Review;20 yrs ago;0;1;PC
7;Lords of Magic: Special Edition Review;20 yrs ago;0;8;PC
8.2;Lode Runner 2 Review;20 yrs ago;0;2;PC
8.2;Links LS Review;20 yrs ago;0;0;PC
5.6;Links Extreme Review;20 yrs ago;0;0;PC
9.1;Links LS 1999 Edition Review;20 yrs ago;0;6;PC
9.1;Links LS 1998 Edition Review;20 yrs ago;0;2;PC
7.5;Links 386 CD Review;20 yrs ago;0;0;PC
7.9;Links LS 2000 Review;20 yrs ago;0;2;PC
6.4;Lighthouse Review;20 yrs ago;0;2;PC
5.6;Lemmings Paintball Review;20 yrs ago;0;0;PC
6.7;Test Drive Le Mans Review;20 yrs ago;0;0;PC
6.1;Leisure Suit Larry's Casino Review;20 yrs ago;0;2;PC
6.7;Leisure Suit Larry 7: Love for Sail! Review;20 yrs ago;0;1;PC
7;LEGO Racers Review;20 yrs ago;0;5;PC
4.6;Legends Football '98 Review;20 yrs ago;0;0;PC
7.9;The Last Express Review;20 yrs ago;0;2;PC
9;Longbow 2 Review;20 yrs ago;0;1;PC
6.7;Last Call Review;20 yrs ago;0;3;PC
5.4;Tony La Russa Baseball 4 Review;20 yrs ago;0;2;PC
5.9;Lander Review;20 yrs ago;0;0;PC
5.4;Krazy Ivan Review;20 yrs ago;0;0;PC
6.4;Knight's Chase Review;20 yrs ago;0;0;PC
6.4;Klingon Honor Guard Review;20 yrs ago;0;0;PC
5.5;KKND Xtreme Review;20 yrs ago;0;4;PC
5.7;KKND 2: Krossfire Review;20 yrs ago;0;4;PC
7.6;King's Quest: The Mask of Eternity Review;20 yrs ago;0;3;PC
7.8;Koala Lumpur: Journey to the Edge Review;20 yrs ago;0;5;PC
6.8;Kingdom O' Magic Review;20 yrs ago;0;0;PC
7.1;Wing Commander: The Kilrathi Saga Review;20 yrs ago;0;0;PC
7;Killing Time Review;20 yrs ago;3;3;PC
6.9;KickOff 97 Review;20 yrs ago;0;0;PC
5.5;Juggernaut Corps: First Assault Review;20 yrs ago;0;0;PC
7;Joint Strike Fighter Review;20 yrs ago;0;3;PC
6.9;Jeff Gordon XS Racing Review;20 yrs ago;0;3;PC
6;JetFighter: Full Burn Review;20 yrs ago;0;5;PC
7.5;Jet Moto Review;20 yrs ago;0;0;PC
6.7;JetFighter III Review;20 yrs ago;0;0;PC
7;JetFighter III Enhanced Campaign CD Review;20 yrs ago;0;0;PC
7.6;Jeopardy! Review;20 yrs ago;0;0;PC
8.9;Jedi Knight: Dark Forces II Review;20 yrs ago;0;11;PC
8.5;Jazz Jackrabbit 2 Review;20 yrs ago;0;10;PC
8.8;Jagged Alliance 2 Review;20 yrs ago;0;10;PC
9;You Don't Know Jack Sports Review;20 yrs ago;0;0;PC
9.1;Jack Nicklaus Online Golf Tour Review;20 yrs ago;0;2;PC
8.9;Jack Nicklaus 5 Review;20 yrs ago;0;1;PC
8.4;Jack Nicklaus 4 Review;20 yrs ago;0;2;PC
6.2;KKND Review;20 yrs ago;0;6;PC
8.8;You Don't Know Jack Movies Review;20 yrs ago;0;1;PC
7.1;Independence War Deluxe Edition Review;20 yrs ago;0;2;PC
3.3;iPanzer '44 Review;20 yrs ago;0;2;PC
4.7;Invictus: In the Shadow of Olympus Review;20 yrs ago;1;0;PC
3.8;Into the Void Review;20 yrs ago;0;1;PC
7.6;In the First Degree Review;20 yrs ago;0;0;PC
4.5;Interpose Review;20 yrs ago;0;1;PC
6.2;Interstate '82 Review;20 yrs ago;1;3;PC
7.2;Interstate '76 Arsenal Review;20 yrs ago;0;4;PC
7.5;Infocom Classic Text Adventure Masterpieces Review;20 yrs ago;0;1;PC
5.6;Ka-52 Team Alligator Review;20 yrs ago;0;3;PC
7.8;IndyCar Racing II Review;20 yrs ago;0;2;PC
5.8;Indiana Jones and his Desktop Adventures Review;20 yrs ago;0;0;PC
6.3;Indiana Jones and the Infernal Machine Review;20 yrs ago;1;0;PC
5.1;Independence Day Review;20 yrs ago;0;6;PC
8;Incubation: The Wilderness Missions Review;20 yrs ago;0;0;PC
6.6;Incubation Review;20 yrs ago;0;0;PC
7.8;Incoming Review;20 yrs ago;0;3;PC
9.1;Independence War Review;20 yrs ago;0;9;PC
8.2;Imperialism Review;20 yrs ago;0;0;PC
8;Imperialism II: Age of Exploration Review;20 yrs ago;0;3;PC
4.3;I Have No Mouth, and I Must Scream Review;20 yrs ago;0;4;PC
6;iF/A-18E Carrier Strike Fighter Review;20 yrs ago;0;0;PC
6.9;iF-22 Persian Gulf v5.0 Review;20 yrs ago;0;2;PC
7.2;Icebreaker Review;20 yrs ago;0;1;PC
5.9;iF-22 Review;20 yrs ago;0;2;PC
6;Icarus: Sanctuary of the Gods Review;20 yrs ago;0;1;PC
8;Hype - The Time Quest Review;20 yrs ago;0;5;PC
7.9;HyperBlade Review;20 yrs ago;0;1;PC
7;Hunter Hunted Review;20 yrs ago;0;4;PC
2;Humans III: Evolution Lost in Time Review;20 yrs ago;0;0;PC
7.8;Hoyle Solitaire Review;20 yrs ago;0;2;PC
8;Hoyle Poker Review;20 yrs ago;0;1;PC
7;Hoyle Classic Card Games Review;20 yrs ago;0;0;PC
7.5;Hoyle Classic Board Games Review;20 yrs ago;0;2;PC
7.1;iF-16 Review;20 yrs ago;0;3;PC
6.9;Heroes of Might and Magic II: The Price of Loyalty Review;20 yrs ago;0;6;PC
2.5;History of the World Review;20 yrs ago;0;0;PC
8.5;Hind Review;20 yrs ago;0;0;PC
7.8;High Heat Baseball 1999 Review;20 yrs ago;0;0;PC
4.5;Star Trek: Hidden Evil Review;20 yrs ago;0;0;PC
7.1;Hidden & Dangerous Review;20 yrs ago;0;4;PC
8.7;Sammy Sosa High Heat Baseball 2001 Review;20 yrs ago;0;0;PC
8.6;High Heat Baseball 2000 Review;20 yrs ago;0;1;PC
6.9;Hexplore Review;20 yrs ago;0;4;PC
6.5;Hexen Review;20 yrs ago;0;3;PC
8.6;Hexen II Mission Pack: Portal of Praevus Review;20 yrs ago;0;1;PC
7.5;Heroes of Might and Magic: A Strategic Quest Review;20 yrs ago;0;4;PC
8.2;Heroes of Might and Magic II: The Succession Wars Review;20 yrs ago;0;15;PC
7.5;Hellfire Review;20 yrs ago;0;4;PC
6;Hellbender Review;20 yrs ago;0;4;PC
7.3;HeliCOPS Review;20 yrs ago;0;8;PC
5.2;H.E.D.Z. Review;20 yrs ago;0;1;PC
7.3;Heavy Gear Review;20 yrs ago;0;0;PC
9;Heavy Gear II Review;20 yrs ago;0;0;PC
7.9;Games People Play: Hearts, Spades, Euchre Review;20 yrs ago;0;2;PC
7.1;Heart of Darkness Review;20 yrs ago;0;6;PC
6.8;Harvester Review;20 yrs ago;0;4;PC
5.2;Harley-Davidson: Race Across America Review;20 yrs ago;0;2;PC
4.4;Hardline Review;20 yrs ago;0;0;PC
7.4;Havoc Review;20 yrs ago;0;0;PC
8.4;Hardball 5 Review;20 yrs ago;0;4;PC
7.1;Hardball 6 Review;20 yrs ago;0;1;PC
4.9;Star Trek Deep Space Nine: Harbinger Review;20 yrs ago;0;4;PC
5.5;Hangsim Review;20 yrs ago;0;0;PC
8;Heroes of Might and Magic III: Armageddon's Blade Review;20 yrs ago;0;0;PC
6.7;Gunship! Review;20 yrs ago;0;1;PC
6.4;Gunmetal Review;20 yrs ago;0;0;PC
7.8;Gubble Review;20 yrs ago;0;2;PC
5.9;Grand Theft Auto: London, 1969 Review;20 yrs ago;0;0;PC
7.4;Gruntz Review;20 yrs ago;0;3;PC
6.4;Grid Runner Review;20 yrs ago;0;0;PC
7.1;Greg Norman Ultimate Challenge Golf Review;20 yrs ago;0;2;PC
7.3;Great Battles of Caesar Review;20 yrs ago;0;2;PC
6.4;Grand Theft Auto Review;20 yrs ago;0;6;PC
5.1;Grand Slam Review;20 yrs ago;0;0;PC
6.4;Grand Prix Manager Review;20 yrs ago;0;1;PC
9.5;Grand Prix II Review;20 yrs ago;0;8;PC
8.9;Grand Prix Legends Review;20 yrs ago;0;14;PC
7.2;The Golf Pro Review;20 yrs ago;0;1;PC
5.2;Peter Jacobsen's Golden Tee Golf Review;20 yrs ago;0;0;PC
7.3;Golden Gate Review;20 yrs ago;0;3;PC
7;Golden Nugget Review;20 yrs ago;0;0;PC
6.2;G-NOME Review;20 yrs ago;0;4;PC
3.9;Global Domination Review;20 yrs ago;0;1;PC
6.7;Gabriel Knight 3: Blood of the Sacred, Blood of the Damned Review;20 yrs ago;1;1;PC
7.1;Get Medieval Review;20 yrs ago;0;2;PC
5.8;Gene Wars Review;20 yrs ago;0;0;PC
6.6;Gender Wars Review;20 yrs ago;0;0;PC
6.2;Gazillionaire Deluxe Review;20 yrs ago;0;3;PC
5.5;Gangsters Review;20 yrs ago;0;0;PC
6.7;The Game of Life Review;20 yrs ago;0;1;PC
8.2;Game, Net & Match! Review;20 yrs ago;0;7;PC
6;Galapagos: Mendel's Escape Review;20 yrs ago;0;1;PC
7.2;FX Fighter Review;20 yrs ago;0;4;PC
6.5;Full Tilt! Pinball Review;20 yrs ago;0;1;PC
7.8;Full Tilt! 2 Pinball Review;20 yrs ago;0;3;PC
2.3;Full Strength Strongman Competition Review;20 yrs ago;0;1;PC
4.2;Fox Sports Soccer '99 Review;20 yrs ago;0;0;PC
5;Frogger Review;20 yrs ago;0;0;PC
8.2;Fox Sports Golf '99 Review;20 yrs ago;0;0;PC
3.2;Free Enterprise Review;20 yrs ago;0;4;PC
8;Front Page Sports: Ski Racing Review;20 yrs ago;0;3;PC
8.1;Front Page Sports: Golf Review;20 yrs ago;0;2;PC
6.4;Front Page Sports: Football Pro '98 Review;20 yrs ago;0;3;PC
8;Front Page Sports: Baseball Pro '98 Review;20 yrs ago;0;5;PC
6.8;Fox Hunt Review;20 yrs ago;0;3;PC
8.9;Forsaken Review;20 yrs ago;0;0;PC
7.2;Forced Alliance Review;20 yrs ago;0;1;PC
6;Formula 1 Review;20 yrs ago;0;1;PC
6;Star Wars: Force Commander Review;20 yrs ago;0;2;PC
6.7;Force 21 Review;20 yrs ago;0;1;PC
6.8;Front Page Sports: Football Pro '97 Review;20 yrs ago;0;1;PC
7.5;Fury 3 Review;20 yrs ago;0;6;PC
8.1;Football Pro '96 Review;20 yrs ago;0;5;PC
8.1;Flying Corps Review;20 yrs ago;0;0;PC
6.5;Microsoft Flight Simulator 5.1 Review;20 yrs ago;0;1;PC
9.1;Flight Unlimited III Review;20 yrs ago;0;2;PC
8.8;Flight Unlimited II Review;20 yrs ago;0;0;PC
4.9;Flesh Feast Review;20 yrs ago;0;1;PC
9.1;Flash Point Korea: AH-64D Longbow Review;20 yrs ago;0;0;PC
8.7;Flanker 2.0 Review;20 yrs ago;0;2;PC
8.5;FireTeam Review;20 yrs ago;0;3;PC
6.8;Fire Fight Review;20 yrs ago;0;2;PC
5.6;Fighting Steel Review;20 yrs ago;0;2;PC
4.6;Fighter Pilot Review;20 yrs ago;0;4;PC
6.6;Fighter Ace Review;20 yrs ago;0;0;PC
9.2;FIFA 99 Review;20 yrs ago;0;4;PC
8.2;FIFA Soccer 97 Review;20 yrs ago;0;6;PC
9.1;FIFA 2000 Review;20 yrs ago;0;4;PC
5.6;Fatal Abyss Review;20 yrs ago;0;0;PC
4.9;Fantasy General Review;20 yrs ago;0;0;PC
7.9;Falcon 4.0 Review;20 yrs ago;0;3;PC
7.1;Fade to Black Review;20 yrs ago;1;8;PC
8.7;F/A-18 Korea Review;20 yrs ago;0;4;PC
8.2;F-22 Lightning 3 Review;20 yrs ago;0;6;PC
7;F-22 Lightning II Review;20 yrs ago;0;0;PC
9;F1 Racing Simulation Review;20 yrs ago;0;5;PC
6.5;F-16 Aggressor Review;20 yrs ago;0;2;PC
6.1;F/A-18 Hornet 3.0 Review;20 yrs ago;0;2;PC
9.2;F-15 Review;20 yrs ago;0;8;PC
2.6;Stephen King's F13 Review;20 yrs ago;0;2;PC
8.4;F1 2000 Review;20 yrs ago;0;0;PC
6.8;ESPN Extreme Games Review;20 yrs ago;0;2;PC
8.2;Extreme Assault Review;20 yrs ago;0;1;PC
4.7;Extreme Tennis Review;20 yrs ago;0;0;PC
7.8;Expert Pool Review;20 yrs ago;0;0;PC
6.2;X-COM: First Alien Invasion Review;20 yrs ago;0;0;PC
3.9;Excalibur 2555 AD Review;20 yrs ago;0;3;PC
7.9;Earthworm Jim 1&2: The Whole Can 'O Worms Review;20 yrs ago;0;0;PC
6;Evolution Review;20 yrs ago;0;3;PC
8.4;EverQuest Review;20 yrs ago;1;27;PC
5.8;Eve Review;20 yrs ago;0;1;PC
8.7;European Air War Review;20 yrs ago;0;13;PC
7.6;Eradicator Review;20 yrs ago;0;2;PC
6.3;Entrepreneur Review;20 yrs ago;0;0;PC
4.3;Entombed Enhanced Review;20 yrs ago;0;0;PC
7.1;Enemy Infestation Review;20 yrs ago;0;6;PC
6.5;Emperor of Fading Suns Review;20 yrs ago;0;3;PC
4.6;Emergency: Fighters for Life Review;20 yrs ago;0;1;PC
4;The Elk Moon Murder Review;20 yrs ago;0;0;PC
8.3;EF2000 Review;20 yrs ago;0;1;PC
9.2;EF2000 v2.0 Review;20 yrs ago;0;5;PC
7.9;Ecstatica II Review;20 yrs ago;1;4;PC
8.2;East Front II: The Russian Front Review;20 yrs ago;0;7;PC
6.7;East Front Review;20 yrs ago;0;2;PC
7.1;Earthworm Jim Review;20 yrs ago;1;0;PC
6.1;Earthsiege 2 Review;20 yrs ago;0;0;PC
6.3;Earth 2140 Review;20 yrs ago;0;3;PC
7.9;Dust: A Tale of the Wired West Review;20 yrs ago;0;0;PC
6.4;Magic & Mayhem Review;20 yrs ago;0;1;PC
7.1;Druid: Daemons of the Mind Review;20 yrs ago;0;2;PC
6.2;Drowned God Review;20 yrs ago;0;2;PC
8.5;Driver Review;20 yrs ago;0;7;PC
7.8;Dragoon: The Battles of Frederick the Great Review;20 yrs ago;0;4;PC
3.1;Dragon Lore II Review;20 yrs ago;0;2;PC
3.4;DragonHeart: Fire and Steel Review;20 yrs ago;0;0;PC
5.4;Dragon Dice Review;20 yrs ago;0;1;PC
5.9;Dominion: Storm Over Gift 3 Review;20 yrs ago;0;3;PC
5.9;Dungeon Keeper: The Deeper Dungeons Review;20 yrs ago;0;3;PC
6.8;Discworld II: Mortality Bytes Review;20 yrs ago;0;0;PC
8.3;Disciples: Sacred Lands Review;20 yrs ago;0;9;PC
4;Diplomacy Review;20 yrs ago;0;0;PC
5;Dilbert's Desktop Games Review;20 yrs ago;0;0;PC
7;Die by the Sword Review;20 yrs ago;0;0;PC
5.1;Die by the Sword: Limb from Limb Review;20 yrs ago;0;0;PC
7.1;Die Hard Trilogy Review;20 yrs ago;0;0;PC
6.6;Dirt Track Racing Review;20 yrs ago;0;4;PC
3.8;Die Hard Trilogy 2: Viva Las Vegas Review;20 yrs ago;0;0;PC
7.6;Destruction Derby 2 Review;20 yrs ago;0;4;PC
5.1;Gulf War: Operation Desert Hammer Review;20 yrs ago;0;0;PC
4.7;Demonstar Review;20 yrs ago;0;1;PC
7.8;Demolition Racer Review;20 yrs ago;0;1;PC
3.7;Demise: Rise of the Ku'Tan Review;20 yrs ago;0;0;PC
8.2;Delta Force 2 Review;20 yrs ago;0;18;PC
7.5;Deer Hunt Challenge Review;20 yrs ago;0;0;PC
4.2;3DO Games: Decathlon Review;20 yrs ago;0;1;PC
5.4;DeathKeep Review;20 yrs ago;0;0;PC
7.4;DeathDrome Review;20 yrs ago;0;0;PC
3.5;Deus Review;20 yrs ago;0;0;PC
6.4;Deadly Tide Review;20 yrs ago;0;2;PC
7.6;Jagged Alliance: Deadly Games Review;20 yrs ago;0;0;PC
7.1;Deadlock Review;20 yrs ago;0;0;PC
7.2;Deadlock II: Shrine Wars Review;20 yrs ago;0;0;PC
6.2;Daytona USA Deluxe Review;20 yrs ago;0;1;PC
6.7;Dark Side of the Moon Review;20 yrs ago;0;0;PC
6.8;Dark Seed II Review;20 yrs ago;0;0;PC
8.7;Dark Reign Expansion: Rise of the Shadowhand Review;20 yrs ago;0;2;PC
7.9;Darklight Conflict Review;20 yrs ago;0;2;PC
5.3;The Dark Hour Review;20 yrs ago;0;0;PC
8;Dark Earth Review;20 yrs ago;0;5;PC
5.3;Dark Colony Review;20 yrs ago;0;10;PC
6.3;Cylindrix Review;20 yrs ago;0;0;PC
7.5;CyberStrike 2 Review;20 yrs ago;0;0;PC
8.9;MissionForce: CyberStorm Review;20 yrs ago;0;1;PC
6.8;Cyberstorm 2: Corporate Wars Review;20 yrs ago;0;1;PC
7.6;CyberMage: Darklight Awakening Review;20 yrs ago;0;0;PC
8;CyberJudas Review;20 yrs ago;0;5;PC
7.6;Cyberia2 Review;20 yrs ago;0;0;PC
8.3;CyberGladiators Review;20 yrs ago;0;0;PC
5.6;Cutthroats: Terror on the High Seas Review;20 yrs ago;0;0;PC
5.6;The Crystal Skull Review;20 yrs ago;0;1;PC
8.3;Cryptic Passage Review;20 yrs ago;0;1;PC
8.9;Crusader: No Regret Review;20 yrs ago;0;4;PC
6;Crush! Deluxe Review;20 yrs ago;0;0;PC
5.5;Crusaders of Might and Magic Review;20 yrs ago;0;7;PC
6.3;Creatures 2 Review;20 yrs ago;0;2;PC
5.8;Croc 2 Review;20 yrs ago;0;4;PC
5.9;Corsairs Review;20 yrs ago;0;1;PC
8.5;Conquest of the New World Review;20 yrs ago;0;8;PC
3.7;Conquest Earth Review;20 yrs ago;0;3;PC
7.5;Microsoft Combat Flight Simulator Review;20 yrs ago;0;2;PC
6.2;Combat Chess Review;20 yrs ago;0;1;PC
6.6;Colin McRae Rally Review;20 yrs ago;0;1;PC
8.6;Comanche 3 Review;20 yrs ago;0;4;PC
6.2;College Slam Review;20 yrs ago;0;0;PC
7;Maui Mallard in Cold Shadow Review;20 yrs ago;0;2;PC
5.7;Codename Eagle Review;20 yrs ago;0;3;PC
7.8;Conquest of the New World Deluxe Edition Review;20 yrs ago;0;0;PC
4.4;Clue Chronicles: Fatal Illusion Review;20 yrs ago;0;2;PC
7.6;Clue: Murder at Boddy Mansion Review;20 yrs ago;0;0;PC
4.8;Clue Review;20 yrs ago;0;1;PC
9.1;Close Combat: A Bridge Too Far Review;20 yrs ago;0;4;PC
6.5;CivNet Review;20 yrs ago;0;3;PC
9.2;Civilization II Review;20 yrs ago;0;7;PC
6.7;Civil War Generals 2: Grant, Lee, Sherman Review;20 yrs ago;0;1;PC
4.2;Civilization II: Test of Time Review;20 yrs ago;0;3;PC
7.3;Civilization II Multiplayer Gold Edition Review;20 yrs ago;0;2;PC
