rating;name;release_date;comment;like;platform
8;Spelunky 2 Review –  Snakes On A 2D Plane;1 hr ago;1;15;PS4
6;Surgeon Simulator 2 Review – Surgical Imprecision;1 day ago;2;8;PC
9;Hades Review – The Long, Hard Road Out of Hell;4 days ago;13;32;PC, NS
9;13 Sentinels: Aegis Rim Review – Wow, Cool Robot!;5 days ago;4;16;PS4
8;Super Mario 3D All-Stars Review – Shoot For The Stars;5 days ago;133;32;NS
2;Road To Guangdong Review – Are We There Yet?;5 days ago;5;8;PC
6;Vampire: The Masquerade - Shadows Of New York Review;7 days ago;2;7;PC, PS4, XONE, NS
8;Othercide Review – Flesh And Blood;12 days ago;3;14;PS4
7;Marvel's Avengers Review – Infinity War;12 days ago;211;54;PC
7;Tell Me Why Review;12 days ago;12;10;XONE, PC
8;Moon Review – The Bright Side;12 days ago;2;6;NS
8;Star Renegades Review – The Heat Of The Moment;13 days ago;4;16;PC
8;The Last Campfire Review – One Step At A Time;19 days ago;16;11;NS
8;Crusader Kings 3 Review – Vicious Cycles;19 days ago;56;34;PC
9;Tony Hawk's Pro Skater 1 + 2 Review – I'm A Superman;20 days ago;112;50;PS4, XONE
9;Paradise Killer Review;20 days ago;26;17;PC, NS
8;Evergate Review – Ever Great;20 days ago;6;5;PC, PS4, NS
6;Madden 21 Review – Feels More Like An Update;22 days ago;55;30;PS4
9;A Short Hike Review;22 days ago;10;5;PC, NS
7;Project Cars 3 Review – Into The Horizon;23 days ago;37;16;PS4, PC, XONE
6;Control AWE DLC Review – Haunted Oldest House;23 days ago;18;8;PC
5;Windbound Review – Against The Wind;26 days ago;2;5;PS4
5;Thousand Threads Review -- Post Secrets;27 days ago;0;4;PC
9;Spiritfarer Review – Purrrgatory;28 days ago;35;42;PC
7;No Straight Roads Review – Bangers And Smash;29 days ago;7;13;PC, NS
9;Microsoft Flight Simulator Review – Max Altitude;29 days ago;137;45;PC
3;Next Stop Nowhere Review – Bugs On The Windshield;29 days ago;0;9;IOS
8;PGA Tour 2K21 Review – For Purists And Newcomers Alike;30 days ago;11;30;PS4
9;Dead By Daylight Review (2020) – Toying With Terror;30 days ago;42;29;PC
8;Mortal Shell Review – Stone Souls;30 days ago;76;34;PC
5;Skater XL Review – Too Little To Skate;1 mo ago;7;6;PC
6;Battletoads Review – Middle-Aged Cartoon Alien Toads;1 mo ago;50;13;PC
6;Hyper Scape Review – 'Scape From The City;1 mo ago;17;7;PC, XONE
7;A Total War Saga: Troy Review - My Kingdom For A Centaur;1 mo ago;7;17;PC
8;Risk Of Rain 2 Review;1 mo ago;10;12;PC
7;Fall Guys: Ultimate Knockout Review - Major Chaos;1 mo ago;14;15;PC, PS4
5;Skully Review;1 mo ago;0;2;PC
9;Umurangi Generation Review - Cyberpunk Snap;1 mo ago;1;26;PC
8;Littlewood Review - Big Heart;1 mo ago;5;12;PC
9;Horizon Zero Dawn Review;1 mo ago;1744;649;PS4
6;Grounded Early Access Review - Little Acorns;1 mo ago;87;31;XONE, PC
9;Desperados 3 Review - Revolvers And Redos;1 mo ago;28;30;PC
7;Rock Of Ages 3: Make & Break Review - Let's Roll;1 mo ago;6;4;PC
5;Beyond A Steel Sky Review - Foster The Future;1 mo ago;15;10;PC, IOS
8;Panzer Paladin Review;1 mo ago;3;15;NS
4;Maid Of Sker Review - Backtracking Trip;1 mo ago;9;7;XONE
6;Destroy All Humans Review - Two Arms, Two Legs, And An Attitude;1 mo ago;28;12;XONE
7;Carrion Review;1 mo ago;36;22;PC, XONE, NS
7;Necrobarista Review;1 mo ago;3;8;PC
7;Ooblets Early Access Review;1 mo ago;9;7;XONE, PC
6;Fight Crab Review - Battle Of The Bisque;1 mo ago;4;8;PC
6;Rocket Arena Review;1 mo ago;2;7;PC
8;Superliminal Review - We Need To Go Deeper;1 mo ago;0;12;PC, PS4, NS, XONE
8;Paper Mario: The Origami King Review;1 mo ago;52;28;NS
8;Bloodstained: Curse Of The Moon 2 Review;1 mo ago;18;17;NS
7;Ghost Of Tsushima Review - You Khan Do It;2 mos ago;665;178;PS4
5;Story Of Seasons: Friends Of Mineral Town Review - When The Seasons Change;2 mos ago;17;16;NS
7;Superhot: Mind Control Delete Review - Hack 'N Slash;2 mos ago;8;5;PS4
9;Death Stranding Review;2 mos ago;784;503;PS4
6;CrossCode Review - A Lot Of Ambition;2 mos ago;33;9;PS4
5;Deadly Premonition 2: A Blessing In Disguise Review;2 mos ago;46;11;NS
6;Marvel's Iron Man VR Review - Hot Hands;2 mos ago;18;7;PS4
6;Ninjala Review - Gum Up The Works;2 mos ago;12;8;NS
8;Mr. Driller Drill Land Review;2 mos ago;4;11;NS
5;West Of Dead Review - Rogue-lite Cowboy;2 mos ago;4;6;PC
8;Pokemon Sword And Shield Isle Of Armor DLC Review;2 mos ago;13;17;NS
9;Slay The Spire Review - Trend Setter;2 mos ago;17;22;IOS
6;Death Come True Review - Hotel Hell;2 mos ago;0;5;NS
5;Crucible Review;2 mos ago;8;9;PC
8;The Last Of Us Part 2 Spoiler Review - Dog Eat Dog;2 mos ago;419;158;PS4
8;The Last Of Us Part 2 Spoiler-Free Review;2 mos ago;695;253;PS4
2;SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated Review - Expired Nostalgia;3 mos ago;164;92;PS4
7;Valorant Review - A Valiant Effort;3 mos ago;43;28;PC
5;Skelattack Review - Bone-Dry;3 mos ago;0;4;PS4
6;Project Warlock Review - Wizard's First Doom;3 mos ago;4;5;PS4
7;Disintegration Review - First-Person Strategy;3 mos ago;8;22;PC
6;XCOM 2 Collection For Nintendo Switch Review - Close Encounters of the Bugged Kind;3 mos ago;7;8;NS
6;The Outer Worlds For Nintendo Switch Review - Cosmic Haze;3 mos ago;26;18;NS
4;Liberated Review;3 mos ago;3;4;NS
6;Resolutiion Review - Do The Right Thing;3 mos ago;4;2;PC
3;Those Who Remain Review - Little Staying Power;3 mos ago;15;11;PC
8;Sea Of Thieves Review (2020) - A Voyage Finally Worth Taking;3 mos ago;47;26;PC
9;Xenoblade Chronicles: Definitive Edition Review;3 mos ago;97;43;NS
7;Minecraft Dungeons Review - Mobsters, Inc.;3 mos ago;26;14;XONE
7;Maneater Review - Fish Are Food, Not Friends;3 mos ago;42;26;PS4
7;Mortal Kombat 11: Aftermath Review - Friendship Never Ends;3 mos ago;10;15;PS4
9;If Found Review - Call Me By My Name;3 mos ago;33;19;PC
9;What The Golf Switch Review - A Swing And A Hit;4 mos ago;9;9;NS
8;What The Golf Review;4 mos ago;4;11;PC, IOS
4;The Wonderful 101 Remastered Review - Mob Mentality;4 mos ago;114;24;NS
8;The Wonderful 101 Review;4 mos ago;603;5;WIIU
8;Hatsune Miku: Project DIVA MegaMix Review - One More Time;4 mos ago;10;31;NS
10;Rainbow Six Siege Review (2020) - Breaches And Cream;4 mos ago;146;87;PC
9;Legends Of Runeterra Review - Much Ado About Nautilus;4 mos ago;63;35;PC
4;Predator: Hunting Grounds Review - Muddied Up;4 mos ago;34;17;PS4
7;Sakura Wars Review;4 mos ago;6;24;PS4
8;XCOM: Chimera Squad Review;4 mos ago;18;27;PC
7;Cloudpunk Review - Time To Fly;4 mos ago;3;19;PC
8;Streets Of Rage 4 Review - The Beat-'Em-Up Boys Are Back In Town;4 mos ago;25;44;PS4
8;Rainbow Six Siege Review (2015);4 mos ago;450;1283;XONE, PC, PS4
8;Gears Tactics Review - Plan The Work, Work The Plan;4 mos ago;86;28;PC
5;Fallout 76: Wastelanders Review - A Disappointing Return;4 mos ago;103;61;PC
6;Trials Of Mana Review - Trial And Error;4 mos ago;113;22;NS
8;Treachery In Beatdown City Review;4 mos ago;17;24;NS
9;In Other Waters Review;5 mos ago;24;22;PC
6;Bleeding Edge Review - Underwatch;5 mos ago;11;8;XONE
10;Final Fantasy 7 Remake Review - First Class;5 mos ago;747;671;PS4
9;Animal Crossing: New Horizons Review - Island Getaway;5 mos ago;121;74;NS
10;Persona 5 Royal Review - Hearts Of Gold;5 mos ago;197;106;PS4
6;Resident Evil 3 Remake Review - Farewell, Raccoon City;5 mos ago;417;135;PS4
7;Good Job Review - Office Space;5 mos ago;0;10;NS
6;Corruption 2029 Review;5 mos ago;6;13;PC
8;MLB The Show 20 Review;5 mos ago;7;30;PS4
7;Call Of Duty Warzone Review;5 mos ago;44;64;PC, PS4, XONE
9;Half-Life: Alyx Review - Catch These Hands;5 mos ago;216;95;PC
8;Doom Eternal Review - Intelligent Inferno;5 mos ago;0;771;PC, NS, XONE, PS4
8;Nioh 2 Review;6 mos ago;147;51;PS4
8;Ori And The Will Of The Wisps Review;6 mos ago;111;59;XONE
6;Mindseize Review - Familiar Territory;6 mos ago;1;10;PC
9;Dota Underlords Review;6 mos ago;8;82;LNX, MAC, AND, PC
8;Pokemon Mystery Dungeon: Rescue Team DX Review;6 mos ago;10;41;NS
4;Wolcen: Lords Of Mayhem Review;6 mos ago;65;84;PC
8;Bloodroots Review;6 mos ago;4;13;PS4
4;Snack World Review;6 mos ago;19;11;NS
9;Dreams Review;6 mos ago;94;43;PS4
7;Granblue Fantasy Versus Review - Fighting Fantasy;6 mos ago;12;15;PS4
7;The Pedestrian Review - Walk Before You Run;7 mos ago;3;13;PC
8;Through The Darkest Of Times Review - Enemy Inside The Gates;7 mos ago;2;28;PC
7;Kunai Review - Throwing Knives;7 mos ago;2;12;NS
9;Kentucky Route Zero Review - Where The Streets Have No Name;7 mos ago;24;20;NS
4;Kingdom Hearts 3 Re:Mind Review - Don't Remind Me;7 mos ago;58;53;PS4
7;Lenna's Inception Review - Press Start;7 mos ago;6;13;PC
7;Journey To The Savage Planet Review - A Pulpy Sci-Fi Romp;7 mos ago;8;21;PC, PS4
8;Frostpunk: The Last Autumn Review - Calm Before The Storm;7 mos ago;5;28;PC
7;Dragon Ball Z: Kakarot Review - Mondo Cool;7 mos ago;23;94;XONE, PS4
8;Unity Of Command 2 Review - Lifetime Supply;8 mos ago;3;30;PC
8;Overland Review - Road Trip From Hell;8 mos ago;14;20;PC, NS, IOS
8;Ace Combat 7: Skies Unknown Review - Head In The Clouds;8 mos ago;117;120;PS4, PC, XONE
9;The Outer Worlds Review - Over The Moon;8 mos ago;341;280;PS4, XONE, PC
7;Draugen Review - Mystery Loves Company;8 mos ago;6;27;PC, PS4, XONE
7;Wattam Review - Forever Wondering;8 mos ago;2;7;PS4
3;Supermash Review - Flop Jam;9 mos ago;9;14;PC
8;The Touryst Review - Life's A Beach;9 mos ago;2;26;NS
8;Phoenix Point Review - The Life Aquatic;9 mos ago;18;44;PC
7;Darksiders: Genesis Review - Lucy And The Horsemen;9 mos ago;19;36;PC
8;Shovel Knight: King Of Cards Review - Royal Refinement;9 mos ago;3;12;PC
8;Life Is Strange 2: Episode 5 Review - Beyond Good Or Evil;9 mos ago;7;21;PS4, PC, XONE
6;Audica Review - Electronic Gun Music;9 mos ago;6;7;PS4
5;Shenmue 3 Review - From A Forgotten Time;9 mos ago;158;39;PS4
5;Blacksad: Under The Skin Review - Dog Days;9 mos ago;15;13;PC
7;Planet Zoo Review - Spreadsheet Safari;10 mos ago;14;22;PC
6;Sparklite Review - Shine A Light;10 mos ago;1;8;NS
8;Star Wars Jedi: Fallen Order Review - A Good Feeling About This;10 mos ago;292;174;PS4, PS4
9;Pokemon Sword & Shield Review - Curry Favor;10 mos ago;247;208;NS
7;Layton's Mystery Journey: Katrielle And The Millionaire's Conspiracy Review - Merry Old England;10 mos ago;9;17;NS
7;Need For Speed Heat Review - Getting Warmer;10 mos ago;14;41;PS4
7;Mario & Sonic At The Olympic Games Tokyo 2020 Review - Gotta Go Fast;10 mos ago;7;16;NS
7;Call Of Duty: Modern Warfare Review - Stay Frosty (Again);10 mos ago;316;85;PC, PS4
9;Red Dead Redemption 2 Review - Wild Wild West;10 mos ago;823;463;PS4, XONE
8;Call Of Duty Mobile Review - Boots On The Go;10 mos ago;37;38;AND, IOS
10;Disco Elysium Review - Pure Dynamite;10 mos ago;207;309;PC
7;Afterparty Review - Drink, Die, Repeat;10 mos ago;2;12;PC
8;Luigi's Mansion 3 Review - Mario Is Missing;10 mos ago;30;35;NS
2;WWE 2K20 Review: Botchamania;10 mos ago;62;57;PS4
5;Super Monkey Ball Banana Blitz HD Review - All Monkey, No Magic;10 mos ago;11;9;PS4
9;Manifold Garden Review - Stairways To Puzzle Heaven;10 mos ago;6;19;PC, IOS
5;MediEvil Review - Bones 'n Brawn;10 mos ago;87;19;PS4
5;Felix The Reaper Review - Footloose;10 mos ago;15;8;NS
5;Little Town Hero Review - Brat Country;10 mos ago;24;10;NS
9;The Witcher 3 Nintendo Switch Review - The Last Wish;11 mos ago;96;58;NS
8;Killer Queen Black Review - 'Cause I'm Having a Good Time;11 mos ago;8;13;NS
4;Ghost Recon Breakpoint Review - Faulty Reconaissance;11 mos ago;268;224;PC, XONE, PS4
8;John Wick Hex Review - Tick Tock Wick;11 mos ago;11;15;PC
7;Concrete Genie Review - Rubs Me The Right Way;11 mos ago;6;19;PS4
7;Indivisible Review - Moving Mountains;11 mos ago;4;19;PC
7;Neo Cab Review - Taxi Cab Confessions;11 mos ago;4;12;PC, NS, IOS
8;Destiny 2 Shadowkeep Review - Moon's Haunted;11 mos ago;31;33;PC, PS4, PS4
6;Yooka-Laylee And The Impossible Lair Review - Uninvited Nostalgia;11 mos ago;34;10;NS
6;Sayonara Wild Hearts Review - Falling Star;11 mos ago;3;7;NS
6;Code Vein Review - There Will Be Blood;11 mos ago;103;48;PC, PS4
8;Untitled Goose Game Review - Saved By The Bell;11 mos ago;30;28;PC, NS
8;The Surge 2 Review - Out On A Limb;11 mos ago;72;24;PC
8;80 Days Review - A Man And His Fogg;11 mos ago;7;17;IOS, PC, NS
8;FIFA 20 Review - Premier League;11 mos ago;28;42;PS4
9;Dragon Quest XI Review - Nintendo Switch Definitive Edition Update;11 mos ago;156;153;NS, PS4
7;Blasphemous Review - Darker Souls;1 yr ago;20;20;PC
5;Greedfall Review - Lost In Another World;1 yr ago;244;69;PC
9;NHL 20 Review - Smashed;1 yr ago;21;29;XONE
8;The Legend Of Zelda: Link’s Awakening Review - A Respectable Remake;1 yr ago;90;58;NS
9;No Man's Sky Beyond Review - Reach For The Stars;1 yr ago;85;167;PS4
8;Children of Morta Review;1 yr ago;20;29;PC
8;AI: The Somnium Files Review - Eyes Love You;1 yr ago;7;24;PS4
8;Borderlands 3 Review - Six Sirens, One God-Queen;1 yr ago;258;161;PC
9;eFootball PES 2020 Review - A Winning Formula;1 yr ago;25;130;PS4
7;Daemon X Machina Review - Tinker Toys;1 yr ago;10;15;NS
7;Gears 5 Review - A Beneficial Mutation;1 yr ago;294;83;XONE, PC
10;Divinity: Original Sin 2 Review - Switch Definitive Edition Update;1 yr ago;568;307;PC, PS4, NS
8;Creature In The Well Review - Well-Placed Shot;1 yr ago;1;18;PC
9;Monster Hunter World: Iceborne Review - A Very Ice Time;1 yr ago;20;35;PS4
8;Knights And Bikes Review - Double Trouble;1 yr ago;3;8;PS4, PC
8;Erica Review - Movie Night;1 yr ago;28;41;PS4
9;Apex Legends Review -- A New Battle Royale Titan;1 yr ago;203;149;PS4, XONE, PC
6;The Dark Pictures: Man of Medan Review - Drown And Out;1 yr ago;50;15;PS4
5;Blair Witch (Game) Review - Prying Eyes;1 yr ago;48;19;PC
8;Catherine: Full Body Review - One Step Closer To The Edge;1 yr ago;18;22;PS4
8;Astral Chain Review - Anime Police Academy;1 yr ago;48;35;NS
7;Telling Lies Review - Watch Carefully;1 yr ago;7;7;PC
4;Ancestors: The Humankind Odyssey Review - Devolution Of The Species;1 yr ago;62;51;PC
8;Control Review - An Action-Packed Paranormal Portal;1 yr ago;77;87;XONE, PS4
7;Life Is Strange 2: Episode 4 Review - Gotta Have Faith;1 yr ago;5;13;XONE, PC, PS4
7;Remnant: From the Ashes Review - In My Sights;1 yr ago;11;15;PC
5;Oninaki Review - Endless Cycles;1 yr ago;12;10;N/A
6;Rad Review - Welcome To The New Age;1 yr ago;9;13;PS4
4;Metal Wolf Chaos Review - Mindless Mayhem;1 yr ago;54;9;PS4, PC
7;Darq Review - Beast Under Your Bed;1 yr ago;1;17;PC
8;Rebel Galaxy Outlaw Review - Space Truckers;1 yr ago;49;45;PC
7;Dicey Dungeons Review;1 yr ago;1;9;PC
7;Middle-earth: Shadow Of War Review;1 yr ago;617;154;XONE, PS4
9;Fire Emblem: Three Houses Review - The Good Fight;1 yr ago;71;148;NS
7;Age Of Wonders: Planetfall Review;1 yr ago;27;40;PC
8;Madden NFL 20 Review - Big Play;1 yr ago;42;31;XONE, PS4, PC
4;Wolfenstein: Cyberpilot Review - Falling Short;1 yr ago;22;13;PS4
9;Mutant Year Zero: Road to Eden Review - Nintendo Switch And Seeds Of Evil Update;1 yr ago;106;91;PC
8;Sky: Children Of The Light Review - Flying Free;1 yr ago;1;33;IOS
7;Wolfenstein: Youngblood Nintendo Switch Review;1 yr ago;6;6;NS
9;Tetris Effect Review - Better Than Ever;1 yr ago;43;30;PS4, PC
8;Wolfenstein: Youngblood Review - Family Matters;1 yr ago;295;67;PC
7;Kill La Kill The Game: IF Review - Don't Lose Your Way;1 yr ago;3;22;PS4
6;Etherborn Review;1 yr ago;2;10;PC, NS
8;Warframe Review (2019) - Space Oddity;1 yr ago;36;108;PC
8;Marvel Ultimate Alliance 3: The Black Order Review - Superpowered;1 yr ago;88;48;NS
8;Night Call Review - The Full Fare;1 yr ago;2;21;PC
9;Final Fantasy XIV: Shadowbringers Review - Dancer In The Dark;1 yr ago;72;79;PC, PS4
8;Dragon Quest Builders 2 Review - Building On A Strong Foundation;1 yr ago;7;29;NS
6;SolSeraph Review - Play God;1 yr ago;4;6;PS4
5;198X Review;1 yr ago;2;11;PC
5;Weedcraft Inc Review - I Got 5 On It;1 yr ago;60;9;PC
8;They Are Billions Review - Everyone's Invited;1 yr ago;10;41;PC
7;Sea Of Solitude Review - Adrift;1 yr ago;18;20;PS4
8;Super Mario Maker 2 Review - Make My Day;1 yr ago;50;34;NS
6;Bloodstained: Ritual Of The Night Nintendo Switch Review - Less Lively;1 yr ago;57;9;NS
8;Bloodstained: Ritual Of The Night Review - Not Dead Yet;1 yr ago;48;32;PC, PS4
8;Samurai Shodown Review - Life Or Death;1 yr ago;13;22;PS4
9;F1 2019 Review - Pole Position;1 yr ago;15;42;PC
7;Judgment Review - Like A Tiger;1 yr ago;23;18;PS4
3;The Sinking City Review - Draining;1 yr ago;175;81;PS4
5;Imperator: Rome Review;1 yr ago;5;68;PC
8;Mordhau Review - Medieval Times;1 yr ago;34;22;PC
8;Cadence Of Hyrule Review - Groove is in the Heart;1 yr ago;16;25;NS
7;My Friend Pedro Review - Vote For Pedro;1 yr ago;9;11;PC, NS
8;Crash Team Racing Nitro-Fueled Review - Back With A Bang;1 yr ago;95;45;PS4
9;Outer Wilds Review - Extraterrestrial Investigation;1 yr ago;39;46;PC
8;Octopath Traveler Review: Divide And Conquer;1 yr ago;141;60;NS, PC
7;Persona Q2 Review - You Oughta Be In Pictures;1 yr ago;8;8;3DS
8;Observation Review - Space Madness;1 yr ago;9;40;PC, PS4
7;Dauntless Review - Whole New World;1 yr ago;41;30;PS4, PC
8;Void Bastards Review - Genres Collide;1 yr ago;26;18;PC
7;Trover Saves The Universe Review - Couch Potatoes;1 yr ago;1;13;PS4
7;Blood and Truth Review - On The Move;1 yr ago;6;12;PS4
5;Pathologic 2 Review - The Big Sick;1 yr ago;26;22;PC, XONE
7;Anno 1800 Review - The Prettiest Spreadsheet;1 yr ago;29;109;PC
9;Mortal Kombat 11 Review - The Right Fight;1 yr ago;218;89;PC, XONE, PS4, NS
8;Total War: Three Kingdoms Review - The New Romantics;1 yr ago;48;63;PC
6;Travis Strikes Again: No More Heroes Review - Short On Heroics;1 yr ago;16;22;NS
8;A Plague Tale: Innocence Review - Of Rats And Children;1 yr ago;25;78;PS4, XONE, PC
5;Layers of Fear 2 Review - Ghost Ship;1 yr ago;26;16;XONE
6;Everybody's Golf VR Review - A Short Date To The Golf Course;1 yr ago;14;14;PS4
7;Team Sonic Racing Review - Gotta Go-Kart Fast;1 yr ago;28;29;XONE, PS4
8;Metro Exodus Review - Brand New Days;1 yr ago;169;107;PC, PS4
7;Whispers of a Machine Review - Hushed Greatness;1 yr ago;4;11;PC
9;Darkwood Review - Welcome To The Forest, Meat;1 yr ago;21;49;PS4
6;Rage 2 Review - Wasted Land;1 yr ago;266;58;PC
8;Life Is Strange 2: Episode 3 Review - Choosing Sides;1 yr ago;5;17;PS4, PC, XONE
6;World War Z Review - Zombie Zeitgeist;1 yr ago;29;31;PC
4;Giga Wrecker Alt Review - Hunk Of Junk;1 yr ago;5;6;XONE
8;Yakuza Kiwami 2 Review - Like A Tiger;1 yr ago;42;38;PS4
5;Days Gone Review - Farewell, Oregon;1 yr ago;963;401;PS4
7;BoxBoy! + BoxGirl! Review - Hip To Be Square;1 yr ago;0;8;NS
7;SteamWorld Quest Review - Letting Off Some Steam;1 yr ago;1;15;NS
8;Katana Zero Review - Slow-Motion For Me;1 yr ago;9;10;PC
8;Cuphead Review - Rise To The Challenge;1 yr ago;373;114;XONE, PC, NS
8;Falcon Age Review - High Flying;1 yr ago;7;8;PS4
6;Pathway Review - Pulp Friction;1 yr ago;11;11;PC
6;Heaven's Vault Review - Come Sail Away;1 yr ago;1;7;PC, PS4
6;My Time At Portia Review - Crop Circles;1 yr ago;10;18;PS4, XONE, NS, PC
8;Hellblade: Senua's Sacrifice Review - The Power Of Empathy;1 yr ago;375;180;PS4, PC, XONE, NS
6;Earth Defense Force: Iron Rain Review - Infantry Does The Dying;1 yr ago;4;8;N/A
7;Nintendo Labo VR Kit Review - Cardboard Magic;1 yr ago;7;22;NS
5;Dangerous Driving Review - Stuck In Neutral;1 yr ago;22;15;PS4
6;Zanki Zero: Last Beginning Review - Attack Of The Clones;1 yr ago;2;13;PS4
9;MLB The Show 19 Review - Bases Loaded;1 yr ago;19;12;PS4
8;Tropico 6 Review - World Stage;1 yr ago;19;32;PC
9;The Division 2 Review - National Treasure;1 yr ago;253;205;PC, XONE, PS4
6;The World Next Door Review - Anime Angst;1 yr ago;1;6;PC
8;Operencia: The Stolen Sun Review - A Journey Far, Far Away;1 yr ago;19;33;PC
9;Sekiro: Shadows Die Twice Review - Steel Yourself;1 yr ago;267;160;PS4
9;The Walking Dead: The Final Season Episode 4 Review;1 yr ago;14;24;PC
8;Yoshi's Crafted World Review - Imagination;1 yr ago;36;32;NS
8;Hypnospace Outlaw Review - Weird World Web;1 yr ago;0;16;PC
7;Baba is You Review - Game-Changer;1 yr ago;12;8;PC, NS
7;Ethereal Review - Stay In Your Lane;1 yr ago;0;17;PC
3;Left Alive Review - No Will To Survive;1 yr ago;59;8;PS4
8;Objects In Space Review - Adrift;1 yr ago;4;28;PC
9;Devil May Cry 5 Review - From Zero To Nero;1 yr ago;194;105;XONE
5;ToeJam & Earl: Back In The Groove Review - The Funk-Soul Brothers;1 yr ago;26;12;PS4
9;Assault Android Cactus+ Review - Robots Rock;1 yr ago;8;19;NS
7;Ape Out Review - Guerrilla Gorilla;1 yr ago;3;6;PC, NS
9;Kirby's Extra Epic Yarn Review - All Stitched Up;1 yr ago;16;11;3DS
7;Dead Or Alive 6 Review - Combat Ready;1 yr ago;72;25;PS4
8;The Occupation Review - On The Clock;1 yr ago;18;26;PC, XONE, PS4
6;Far Cry: New Dawn Review - Duct Tape Apocalypse;1 yr ago;196;69;XONE, PC, PS4
9;Civilization 6: Gathering Storm Review - Weather The Storm;1 yr ago;35;66;PC
9;Eastshade Review - A Brush With Nature;1 yr ago;51;82;PC
7;Trials Rising Review - It's A Gas;1 yr ago;5;17;PS4
9;Devotion Review - House Of Horrors;1 yr ago;28;43;PC
6;Anthem Review - Two Halves;1 yr ago;562;247;PC, XONE, PS4
8;Tetris 99 Review - Embrace The Chaos;1 yr ago;27;20;NS
5;Crackdown 3 Review - Man Of Steel;1 yr ago;432;44;XONE
7;Jump Force Review - Shonen Through And Through;1 yr ago;101;27;PC, XONE, PS4
6;Yo-kai Watch 3 Review - Tokyo To Texas;1 yr ago;3;18;3DS
8;Yakuza Kiwami Review - Back In Action;1 yr ago;85;40;PS4, PC
6;God Eater 3 Review - Aragami Hunter;1 yr ago;25;27;PS4, PC
6;Astroneer Review - New Frontiers;1 yr ago;12;38;PC
7;Dragon Marked for Death Review - Dates With Death;1 yr ago;3;27;NS
8;Sunless Skies Review - British Steam Power;1 yr ago;3;24;PC
8;Wargroove Review - The Doggos Of War;1 yr ago;16;34;NS
8;Etrian Odyssey Nexus Review - Where All Paths Cross;1 yr ago;3;21;3DS
7;Jon Shafer's At The Gates Review - Fertile Soil;1 yr ago;11;19;PC
7;The Hong Kong Massacre Review - I Know Gun-Fu;1 yr ago;8;17;PS4, PC
8;Downwell Review - Polished Boots;1 yr ago;48;51;PC, PS4, NS
6;Mage's Initiation: Reign Of The Elements Review - VGA Heyday;1 yr ago;2;13;PC
8;Kingdom Hearts 3 Review - Clear Eyes, Full Hearts;1 yr ago;239;108;XONE, PS4
8;Pikuniku Review - Delicious Morsel;1 yr ago;3;23;PC, NS
4;Genesis Alpha One Review - Drifting Without Direction;1 yr ago;8;38;XONE
9;Resident Evil 2 Review - RE-vived Nightmares;1 yr ago;304;279;XONE, PC, PS4
8;Life Is Strange 2: Episode 2 Review - With Great Power;1 yr ago;8;35;PS4, XONE, PC
8;Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey Review;1 yr ago;6;35;3DS
8;The Walking Dead: The Final Season Episode 3 Review;1 yr ago;5;51;PS4
5;YIIK: A Postmodern RPG Review - A Bit More Hipster;1 yr ago;9;23;PS4
6;Double Cross Review - Combat Woes;1 yr ago;4;8;NS
5;Vane Review - In Vain;1 yr ago;1;10;PS4
8;The Eternal Castle Remastered Review - Vivid Flashbacks;1 yr ago;30;21;PC
7;New Super Mario Bros. U Deluxe Review - It's-A-Me, Again!;1 yr ago;73;32;NS
6;Below Review - Deep Down;1 yr ago;11;22;XONE, PC
8;Bury Me, My Love Review - Trials And Tribulations;1 yr ago;38;18;NS
6;Battle Princess Madelyn Review - Halfway There;1 yr ago;4;12;NS
9;Super Smash Bros. Ultimate Review - Me And You And Everyone We Know;1 yr ago;181;94;NS
9;Gris Review - Seeing In Color;1 yr ago;63;61;PC
8;Monster Boy And The Cursed Kingdom Review - Fit For A King;1 yr ago;11;54;PC, XONE, PS4, NS
9;Thronebreaker: The Witcher Tales Review - Queen Of Hearts;1 yr ago;65;113;PC, PS4
5;Desert Child Review - Burning Fuel;1 yr ago;1;23;PC, PS4, XONE, NS
8;Earth Defense Force 5 Review - Another Bug Hunt;1 yr ago;28;30;PS4
9;Ashen Review - Relationship Souls;1 yr ago;86;102;XONE, PC
8;Artifact Review - Play Your Cards Right;1 yr ago;24;14;PC
6;Just Cause 4 Review - Mildly Wild Ride;1 yr ago;175;51;PC
5;Big Bash Boom Review: Stiff Wickets;1 yr ago;5;15;PS4
7;Cosmic Top Secret Review - Declassified;1 yr ago;6;11;PC
4;Darksiders 3 Review - Soils-Like;1 yr ago;328;81;PS4
8;Persona 5: Dancing In Starlight Review - The Shujin Shuffle;1 yr ago;44;18;PS4
9;Persona 3: Dancing In Moonlight Review - A Spotlight In The Dark Hour;1 yr ago;13;21;PS4
8;Beat Saber Review - Bass-Boosted;1 yr ago;10;22;PS4
7;Nidhogg 2 Review - En Garde;1 yr ago;14;17;PC, PS4, NS
8;Hitman 2 Review - A Boy And His Briefcase;1 yr ago;63;70;PS4, PC, XONE
4;Fallout 76 Review - No Humans Allowed;1 yr ago;633;400;PC, PS4, XONE
2;Underworld Ascendant Review: Going Under;1 yr ago;36;25;PC
